,code,name
3925,ECON 695,ECON 695 Internship in Mathematical Finance
3926,ECON 696,ECON 696 Empirical Microeconomics Seminar
3927,ECON 700,ECON 700 Research on Frontier Economics
3928,ECON 715,ECON 715 Advanced Topics in Econometrics
3929,ECON 790,ECON 790 Research
3930,ECON 794a,ECON 794a Doctoral Dissertation
3931,ECON 794b,ECON 794b Doctoral Dissertation
3932,ECON 794c,ECON 794c Doctoral Dissertation
3933,ECON 794d,ECON 794d Doctoral Dissertation
3934,ECON 794z,ECON 794z Doctoral Dissertation
3935,EDCO 030x,EDCO 030x The Process of Paraprofessional Counseling for Young Adults
3936,EDCO 324m,EDCO 324m Asian American Psychology
3937,EDCO 503,EDCO 503 Ethical and Legal Issues in Counseling
3938,EDCO 504,EDCO 504 Behavior Management in the Classroom
3939,EDCO 505,EDCO 505 Counseling and Collaborative Consultation in the School Setting
3940,EDCO 506,"EDCO 506 Development, Administration and Evaluation of Pupil Personnel Services"
3941,EDCO 541,EDCO 541 Theories in Counseling
3942,EDCO 574,EDCO 574 School Counseling Practicum
3943,EDCO 575,EDCO 575 School Counseling Field Experience
3944,EDHP 500,"EDHP 500 Foundations of Higher, Adult, and Professional Education"
3945,EDHP 502,"EDHP 502 Administration of Higher, Adult, and Professional Education"
3946,EDHP 503,"EDHP 503 Curriculum, Teaching, and Learning in Higher, Adult, and Professional Education"
3947,EDHP 551,EDHP 551 Applied Educational Ethnography
3948,EDHP 552,EDHP 552 The Politics of Difference
3949,EDHP 560,EDHP 560 Feminist Theory
3950,EDHP 563,EDHP 563 Student Affairs Work in College
3951,EDHP 565,EDHP 565 Intervention Strategies in College Student Development
3952,EDHP 580,EDHP 580 The Community College
3953,EDHP 587,"EDHP 587 Fieldwork in Higher, Adult, and Professional Education"
3954,EDHP 593a,EDHP 593a Master's Seminar
3955,EDHP 593b,EDHP 593b Master's Seminar
3956,EDHP 594a,EDHP 594a Master's Thesis
3957,EDHP 594b,EDHP 594b Master's Thesis
3958,EDHP 594z,EDHP 594z Master's Thesis
3959,EDHP 657,EDHP 657 Leadership and Management in Student Affairs
3960,EDHP 679,EDHP 679 Legal Issues in the Administration of Higher Education
3961,EDHP 687,EDHP 687 Student Development in Higher Education
3962,EDPA 308,EDPA 308 Politics and American Education
3963,EDPA 612,EDPA 612 Qualitative Methods in Educational Research
3964,EDPT 310,EDPT 310 Parental Influences on Children's Educational Development
3965,EDPT 502,EDPT 502 Learning and Individual Differences
3966,EDPT 540,EDPT 540 Introduction to Educational Measurement and Evaluation
3967,EDPT 550,EDPT 550 Statistical Inference
3968,EDPT 570,EDPT 570 Language and Cultural Diversity in Learning
3969,EDPT 576,EDPT 576 Technology in Contemporary Education and Training
3970,EDPT 642,EDPT 642 Measurement Theory
3971,EDPT 652,EDPT 652 Multiple Regression
3972,EDPT 654,EDPT 654 Multivariate Statistical Techniques
3973,EDPT 655,EDPT 655 Advanced Research Methods in Education
3974,EDUC 140m,"EDUC 140m Mind, Belief and Behavior: Learning in a Diverse World"
3975,EDUC 200,EDUC 200 Introduction to the Teaching Profession
3976,EDUC 204L,EDUC 204L Sociological Foundations of Education
3977,EDUC 205L,EDUC 205L Child Development and Learning in Schools
3978,EDUC 392,EDUC 392 Undergraduate Research Methods
3979,EDUC 409,EDUC 409 Foundations of Language Education
3980,EDUC 410,EDUC 410 The Teaching of Reading and Writing
3981,EDUC 411,EDUC 411 Sociopolitical and Raciolinguistic Contexts of Language
3982,EDUC 412,EDUC 412 Linguistically and Culturally Sustaining Teaching
3983,EDUC 413,EDUC 413 Methods and Models of Instruction for Language Minority Students
3984,EDUC 415,EDUC 415 Content to Pedagogy: Mathematics in the Elementary School
3985,EDUC 416,EDUC 416 Content to Pedagogy: Art in the Elementary School
3986,EDUC 417,EDUC 417 Content to Pedagogy: From Science Content to Science Curriculum
3987,EDUC 418,EDUC 418 Content to Pedagogy: From Social Sciences to Social Studies
3988,EDUC 419,EDUC 419 Content to Pedagogy: P.E. for Elementary Students
3989,EDUC 420,"EDUC 420 Technology, Media and Culturally Sustaining Education"
3990,EDUC 421,EDUC 421 Global Issues: Impact on Educational Outcomes
3991,EDUC 422,EDUC 422 Education for Social Change
3992,EDUC 423,EDUC 423 Unrealized Promise and Hope for Education in 21st Century
3993,EDUC 424a,EDUC 424a Curriculum and Methods in Elementary Education
3994,EDUC 424b,EDUC 424b Curriculum and Methods in Elementary Education
3995,EDUC 425a,EDUC 425a Observation and Directed Teaching in Elementary Schools
3996,EDUC 425b,EDUC 425b Observation and Directed Teaching in Elementary Schools
3997,EDUC 426,EDUC 426 Educational Inquiry
3998,EDUC 427,EDUC 427 Vectors that Influence Early Childhood Development
3999,EDUC 428,EDUC 428 The Effects of Curriculum and Institution on Early Childhood
4000,EDUC 429,EDUC 429 Early Childhood and Contemporary Society
4001,EDUC 430,EDUC 430 Early Childhood: Action Research Focus
4002,EDUC 431,EDUC 431 Education Policy in the United States
4003,EDUC 432,EDUC 432 Inequality in Education
4004,EDUC 433,EDUC 433 Elementary Mathematics for Teaching
4005,EDUC 434,EDUC 434 Secondary Mathematics for Teaching
4006,EDUC 436,EDUC 436 Applications of Mathematics Curriculum and Pedagogy
4007,EDUC 437,EDUC 437 Research in Teaching and Learning Mathematics
4008,EDUC 438,EDUC 438 Truth in Mathematics
4009,EDUC 490x,EDUC 490x Directed Research
4010,EDUC 499,EDUC 499 Special Topics
4011,EDUC 500,EDUC 500 The Counseling Process
4012,EDUC 503,EDUC 503 Learning and Motivation
4013,EDUC 507,"EDUC 507 Professional Identity, Law and Ethics for Counselors"
4014,EDUC 508,EDUC 508 Interrogating Systems of Inequity in Professional Practice
4015,EDUC 510,EDUC 510 Theories of Language Learning and Teaching
4016,EDUC 511,EDUC 511 Introduction to Counseling
4017,EDUC 512,EDUC 512 Reading and Writing Methods for Secondary Teaching
4018,EDUC 514,EDUC 514 School Counseling Seminar
4019,EDUC 515,EDUC 515 Theories of Marriage and Family Therapy
4020,EDUC 520,EDUC 520 Counseling for College and Career Readiness I
4021,EDUC 521,EDUC 521 Assessment and Instruction for Diverse Language Learners
4022,EDUC 522,EDUC 522 Challenges in Urban Education: Accountability
4023,EDUC 523,EDUC 523 Challenges in Urban Education: Diversity
4024,EDUC 524,EDUC 524 Challenges in Urban Education: Leadership
4025,EDUC 525,EDUC 525 Challenges in Urban Education: Learning
4026,EDUC 527,EDUC 527 Assessment in the Language Classroom
4027,EDUC 528,EDUC 528 Course Proposal Project
4028,EDUC 529,EDUC 529 Political and Academic Issues Affecting Gifted Students
4029,EDUC 530,EDUC 530 Differentiated Curriculum and Pedagogy for Gifted Students
4030,EDUC 531,EDUC 531 Student Disability Issues in Higher Education
4031,EDUC 532,EDUC 532 Inquiry Methods I
4032,EDUC 533,EDUC 533 School Leadership: Theory and Practice
4033,EDUC 535,EDUC 535 Teaching Secondary English and Language Arts
4034,EDUC 536,EDUC 536 Inquiry Methods II
4035,EDUC 537,EDUC 537 Leading with the Community and Culture in Context
4036,EDUC 538,EDUC 538 Entrepreneurial School Leadership
4037,EDUC 539,EDUC 539 Teaching Secondary Science
4038,EDUC 544,EDUC 544 Psychological Assessment
4039,EDUC 545,EDUC 545 Teaching Secondary Mathematics
4040,EDUC 546,EDUC 546 Psychopathology for Marriage and Family Therapy
4041,EDUC 547,EDUC 547 Career Development: Theory and Process
4042,EDUC 548,EDUC 548 Data-Driven Leadership for Schools
4043,EDUC 549,EDUC 549 Supervising Instruction for Optimal Learning
4044,EDUC 552,EDUC 552 Literacies in the Content Area
4045,EDUC 553,EDUC 553 Psychopharmacology and the Effects of Substance Abuse
4046,EDUC 555,EDUC 555 STEM Education in Secondary Classrooms
4047,EDUC 557,EDUC 557 Civics Education
4048,EDUC 558,EDUC 558 Culture Learning in Schools: Latino
4049,EDUC 559,EDUC 559 Discourse Analysis and Technology in STEM Classrooms
4050,EDUC 560,EDUC 560 Primary Language Instruction in a Bilingual Setting
4051,EDUC 561,EDUC 561 TESOL Instruction and Methods of Teaching A
4052,EDUC 562,EDUC 562 Teaching English to Speakers of Other Languages Pedagogy II
4053,EDUC 563,EDUC 563 Teaching from a Comparative and International Perspective
4054,EDUC 564,EDUC 564 Teacher Leadership
4055,EDUC 567,EDUC 567 English and Language Arts in Elementary Social Studies
4056,EDUC 569a,EDUC 569a Capstone Portfolio in Learning and Instruction
4057,EDUC 569b,EDUC 569b Capstone Portfolio in Learning and Instruction
4058,EDUC 570,EDUC 570 Research Methods and Data Analysis
4059,EDUC 572a,EDUC 572a Teaching in an International and Intercultural Context
4060,EDUC 572b,EDUC 572b Teaching in an International and Intercultural Context
4061,EDUC 573,EDUC 573 Introduction to Special Education
4062,EDUC 574,"EDUC 574 Collaboration, Families and Case Management"
4063,EDUC 575,EDUC 575 Assessment and Curriculum for Students with Disabilities
4064,EDUC 576,EDUC 576 Establishing and Maintaining an Effective Classroom Ecology
4065,EDUC 577,EDUC 577 Guided Practice: Mild/Moderate Disabilities
4066,EDUC 578,EDUC 578 Integrating the Arts into the Secondary Curriculum
4067,EDUC 579,EDUC 579 Media Selection and Evaluation
4068,EDUC 580,EDUC 580 Transforming STEM Education into Teaching Science
4069,EDUC 581,EDUC 581 STEM Education from a Project-Based Learning Approach
4070,EDUC 582,EDUC 582 Assessment and Evaluation
4071,EDUC 583,EDUC 583 Counseling through the Lifespan
4072,EDUC 584,EDUC 584 Facilitating Creativity and Innovation in STEM Classrooms
4073,EDUC 585,EDUC 585 Action Research Project
4074,EDUC 586,EDUC 586 Design of Learning Environments
4075,EDUC 587,EDUC 587 Master's Studio A
4076,EDUC 588,EDUC 588 Master's Studio B
4077,EDUC 589,EDUC 589 Human Lifespan Development
4078,EDUC 590,EDUC 590 Directed Research
4079,EDUC 591,"EDUC 591 Diversity: Power, Equity and Inclusion"
4080,EDUC 592a,EDUC 592a Applied Linguistics for TESOL
4081,EDUC 592b,EDUC 592b Applied Linguistics for TESOL
4082,EDUC 593a,EDUC 593a Master's Seminar
4083,EDUC 593b,EDUC 593b Master's Seminar
4084,EDUC 594a,EDUC 594a Master's Thesis
4085,EDUC 594b,EDUC 594b Master's Thesis
4086,EDUC 594z,EDUC 594z Master's Thesis
4087,EDUC 595,EDUC 595 Instructional Design
4088,EDUC 596,"EDUC 596 English Language Learning Design, Teaching and Technology"
4089,EDUC 599,EDUC 599 Special Topics
4090,EDUC 600,EDUC 600 Counseling for College and Career Readiness II
4091,EDUC 601,EDUC 601 Seminar in Social Psychology
4092,EDUC 602,EDUC 602 Self-concept and Motivation
4093,EDUC 603,EDUC 603 Framing Organizational Change and Leadership
4094,EDUC 604,EDUC 604 National Perspective on School Leadership
4095,EDUC 605,EDUC 605 Framing Educational Leadership
4096,EDUC 607,EDUC 607 Role of School Counselors in Student Learning and Motivation
4097,EDUC 608,"EDUC 608 School Connectedness, Climate, and Classroom Management"
4098,EDUC 609,EDUC 609 Academic Advising in Postsecondary Education
4099,EDUC 610,EDUC 610 Higher Education Administration in China
4100,EDUC 611,EDUC 611 Athletic Administration
4101,EDUC 612,EDUC 612 Application of Human Development Theory in School Counseling
4102,EDUC 613,EDUC 613 Gender Issues in Athletic Administration
4103,EDUC 614,EDUC 614 Research and Assessment in Higher Education
4104,EDUC 615,EDUC 615 Ethics in Athletic Administration
4105,EDUC 616,EDUC 616 Higher Education Capstone
4106,EDUC 617,EDUC 617 The Student Athlete in Higher Education
4107,EDUC 618,EDUC 618 School Counseling Professional Portfolio
4108,EDUC 619,EDUC 619 Framing Educational Leadership in a Global Context
4109,EDUC 620,"EDUC 620 Fundamentals of Creativity, Innovation, and Entrepreneurship"
4110,EDUC 621,EDUC 621 Measurement and Evaluation for School Counselors
4111,EDUC 622,EDUC 622 Educational Theory and Instructional Design
4112,EDUC 623,EDUC 623 Understanding Research That Informs Leadership
4113,EDUC 624,EDUC 624 Educational Organizations: Governance and Finance I
4114,EDUC 625a,EDUC 625a Induction Plan and Assessment of Candidate Competence
4115,EDUC 625b,EDUC 625b Induction Plan and Assessment of Candidate Competence
4116,EDUC 626,EDUC 626 Fostering Entrepreneurship in Educational Systems
4117,EDUC 627,EDUC 627 Education Performance Problems: Role of Learning
4118,EDUC 628,EDUC 628 Educational Organizations: Governance and Finance II
4119,EDUC 629,EDUC 629 Consulting Practicum Context Analysis
4120,EDUC 630,EDUC 630 Organizations and Policy: Current Issues
4121,EDUC 631,EDUC 631 Locating Educational Performance Problems
4122,EDUC 632,EDUC 632 Technology in Higher Education
4123,EDUC 633,EDUC 633 Child and Elder Abuse and Domestic Violence
4124,EDUC 634,EDUC 634 Couples Counseling
4125,EDUC 635,EDUC 635 Psychotherapy with Children and Adolescents
4126,EDUC 636,EDUC 636 Perspectives on Human Sexuality
4127,EDUC 637,EDUC 637 Group Counseling: Theory and Process
4128,EDUC 638,EDUC 638 Multicultural Counseling: Research and Practice
4129,EDUC 639,EDUC 639 Approaches and Strategies for Language Teaching
4130,EDUC 640,EDUC 640 The Research University in the 21st Century
4131,EDUC 641,EDUC 641 Human Capital and School Organization
4132,EDUC 642,EDUC 642 Controversies in Learning and Instruction
4133,EDUC 643,EDUC 643 Advancing Community Support through Social Media
4134,EDUC 644,EDUC 644 Practicum in Counseling
4135,EDUC 645a,EDUC 645a Fieldwork in Counseling
4136,EDUC 645b,EDUC 645b Fieldwork in Counseling
4137,EDUC 646,EDUC 646 Marriage and Family Therapy Capstone:  Leadership Project
4138,EDUC 647,EDUC 647 School Leadership Seminar
4139,EDUC 648a,EDUC 648a Apprenticeship in School Administration and Leadership
4140,EDUC 648b,EDUC 648b Apprenticeship in School Administration and Leadership
4141,EDUC 649,EDUC 649 Teaching Practice to Support Language Learners
4142,EDUC 650,EDUC 650 Ways of Seeing: Applying Social Science and Critical Theories to Education
4143,EDUC 651,EDUC 651 Introduction to Qualitative Research Methods
4144,EDUC 652,EDUC 652 Inquiry Methods III
4145,EDUC 653,EDUC 653 Advanced Qualitative Research
4146,EDUC 654,EDUC 654 Advanced Qualitative Research Methods II
4147,EDUC 655,EDUC 655 Social Foundations of Language Education
4148,EDUC 656,EDUC 656 Applied Linguistics for English Language Educators
4149,EDUC 657,EDUC 657 Social Foundations of Research
4150,EDUC 658,EDUC 658 Hierarchical Linear Models
4151,EDUC 659,EDUC 659 Introduction to Causal Inference in Educational Settings
4152,EDUC 660a,EDUC 660a Clinical Practice Seminar in Language Teaching
4153,EDUC 660b,EDUC 660b Clinical Practice Seminar in Language Teaching
4154,EDUC 661,EDUC 661 Equity in College and Career Access
4155,EDUC 670,EDUC 670 Introduction to Curriculum and Pedagogy in Urban Schools
4156,EDUC 671,"EDUC 671 Contexts for Educational Equity, Access, and Agency"
4157,EDUC 672,EDUC 672 Integrated Language Development Across the Curriculum
4158,EDUC 673,"EDUC 673 Applications of Curriculum and Pedagogy, Part A"
4159,EDUC 674,EDUC 674 Identifying and Teaching to Student Differences
4160,EDUC 675,EDUC 675 Literacy Development and Instruction in Elementary Education
4161,EDUC 676,EDUC 676 Literacy Development and Instruction in Secondary Education
4162,EDUC 677,"EDUC 677 Applications of Curriculum and Pedagogy, Part B"
4163,EDUC 678,EDUC 678 Applying Knowledge and Strategies for Teaching All Students
4164,EDUC 679,EDUC 679 Blended Learning Experiences for Students in Urban Schools
4165,EDUC 680,EDUC 680 Critical Research and Reflection in Urban Education
4166,EDUC 681,"EDUC 681 Research, Policy and Practice in Urban Education"
4167,EDUC 682,EDUC 682 Introduction to Quantitative Research Methods in Education
4168,EDUC 683,EDUC 683 Proseminar in Urban Education Policy
4169,EDUC 684,EDUC 684 Responding to Gifted Students
4170,EDUC 687,EDUC 687 Capstone Seminar
4171,EDUC 688,"EDUC 688 Institutions, Organizations, and Equity in Education"
4172,EDUC 689,EDUC 689 Fiscal Support and Expenditure in Higher Education
4173,EDUC 690,EDUC 690 Framing and Enrollment Management
4174,EDUC 691,EDUC 691 Admission Policy and Practice
4175,EDUC 692,EDUC 692 Role of Diversity in Admissions
4176,EDUC 693,EDUC 693 Institutional Positioning in Student Recruitment
4177,EDUC 694,EDUC 694 Legal Issues in Enrollment Management
4178,EDUC 695,EDUC 695 Organizations and Leadership in Education
4179,EDUC 696,EDUC 696 Financial Aid in Enrollment Management
4180,EDUC 697,"EDUC 697 Research, Planning, and Accountability"
4181,EDUC 698,EDUC 698 Enhancing Student Retention
4182,EDUC 700,EDUC 700 Research and Practice in the Preparation of Teachers
4183,EDUC 701,EDUC 701 Pedagogy in Teacher Education
4184,EDUC 702,"EDUC 702 Curriculum, Teacher Preparation, and Student Learning"
4185,EDUC 703,EDUC 703 Examining Literacy Theories and Practice
4186,EDUC 704,EDUC 704 Evaluation and Assessment in Teacher Education
4187,EDUC 705,EDUC 705 Survey Design and Analysis
4188,EDUC 706,EDUC 706 Proseminar in Higher Education
4189,EDUC 707,EDUC 707 Administration in Higher Education
4190,EDUC 708,EDUC 708 Advanced Student Development Theory
4191,EDUC 709,EDUC 709 Finance in Higher Education
4192,EDUC 710,"EDUC 710 Assessment, Organizational Learning and Performance"
4193,EDUC 711,EDUC 711 Social Factors Influencing Learning and Motivation
4194,EDUC 712,"EDUC 712 Advanced Study of Motivation: Theory, Research and Application"
4195,EDUC 713,EDUC 713 Human Lifespan Development
4196,EDUC 714,EDUC 714 Measurement and Evaluation for Decision-Making
